property_describe|price|area|room|bath|garage|address
APARTAMENTO 2 QUARTOS NO CENTRAL PARK -2/4 - 67m² - NEÓPOLIS Apartamento em um Condomínio club com todas as opções de lazer e entretenimento, além da segurança, conforto e localiz...|R$ 310.000|65 m²|2|2|2|Rua Poeta Jorge Fernandes, Ponta Negra
Excelente Apartamento no Sun River com 03 quartos, 01 suite, 02 salas, 02 banheiros, 02 vagas de garagem. -Tem armários embutidos, armários na cozinha, varanda integrada, porcelana...|R$ 310.000|67 m²|2|2|1|Rua Lúcia Viveiros, Neópolis
Grande oportunidade para você morar no Green Life. - Apartamento com 70m² de área privada - 03 quartos, sendo 01 suíte - 2 vagas de garagem cobertas - Gerador de energia - Aqu...|R$ 380.000|75 m²|3|2|2|Ribeira, Natal
Excelente apartamento em Lagoa Nova, lado da sombra Composto de 2/4 sendo 1 suíte, sala, varanda, cozinha, interfone, e garagem. Apartamento todo reformado, mobiliado, piso em po...|R$ 334.900|71 m²|3|2|2|Nossa Senhora de Nazaré, Natal
Excelente Apto localizado em Lagoa Nova. Com 3/4, 2 suíte, sala para 2 ambientes, cozinha, área de serviço, despenca, dependência completa. 2 vagas de garagem. O imóvel é super ven...|R$ 320.000|75 m²|2|2|1|Lagoa Nova, Natal
O apartamento no bairro Ponta Negra com 75 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros Possui área de brinquedo para as crianças, espaço gourmet, jardim. Vai lhe pos...|R$ 695.000|130 m²|3|4|1|Rua Romualdo Galvão, Lagoa Nova
Apartamento para venda em Capim Macio, Natal/RN, no Paradise Village, com 02 quartos, 02 banheiros, sendo 01 suíte, com 01 vaga de garagem. Paradise Village Apartamentos de...|R$ 320.000|75 m²|3|2|2|Rua Desportista Jeremias Pinheiro da Câmara Filho, Ponta Negra
EDIFÍCIO PALLACIOS NO TIROL VALOR R$ 380.000,00 PARA AGILIDADE NO CONTATO LIGAR OU PASSAR UM WHATSAPP PARA O NÚMERO 9.9.8.9.8 - 2.4.3.9 APARTAMENTO EM ANDAR ALTO, SOMBRA E VENT...|R$ 340.500|55 m²|2|2|1|Rua Antônio Madruga, Capim Macio
Vendo apto no Ed MARIA BERNADETE 490.000,00 79m2, Varanda integrada, sala 2 ambientes, 3 quartos sendo 1 suíte. 2 vagas de garagem Ficam todos os projetados A área de lazer co...|R$ 380.000|58 m²|2|2|1|Rua Açu, Tirol
MEGA OPORTUNIDADE NO NATTURE EM ANDAR ALTO COM 02 QUARTOS DE R$ 300.000,00 POR R$ 270.000,00 PARA MAIORES INFORMAÇÕES LIGAR OU PASSAR UM WHATSAPP PARA O NÚMERO (84)9. IMÓVEL EM...|R$ 490.000|79 m²|2|2|3|Rua Doutor Pedro Segundo de Araújo, Capim Macio
Ligue e saiba mais informações sobre o imóvel: WhatsApp e Ligações Emerson Rodrigo CRECI 7093 More no Verano Ponta Negra, a 600 metros da praia. Condomínio elegante, com seguran...|R$ 270.000|56 m²|2|2|2|Rua Eletricista Elias Ferreira, Candelária
Apartamento 600m do Shopping Midway, com 3/4, sendo 1 suíte, 2 salas, 1 varanda, 3 banheiros, 3 vagas de garagem cobertas|R$ 264.997|55 m²|2|2|1|Rua da Campina, Ponta Negra
O lançamento é perfeito para os tempos em que vivemos, o Les Amis trás a melhor experiência que os laços familiares e os laços de amizade podem proporcionar. Os diferenciais deste...|R$ 330.000|107 m²|3|3|1|Barro Vermelho, Natal
AP 602Condominiun Club Paradise VillageConstruído dentro de um moderno conceito de lazer e convívio social. Um residencial feito com a credibilidade e o bom gosto da Haroldo Azeved...|R$ 620.000|98 m²|3|3|1|Rua dos Caicós, Dix-sept Rosado
-|R$ 308.000|55 m²|2|2|3|Rua Antônio Madruga, Capim Macio
Descrição Excelente apartamento em PONTA NEGRA 100% Mobiliado! A poucos minutos da praia mais bela do RN. Próximo à padarias, comércios, instituições de ensino, parada de ônibus,...|R$ 350.000|56 m²|2|2|2|Tirol, Natal
APARTAMENTO 3 SUÍTES NO BAIRRO DE CANDELÁRIA, RES. MIRADOR ROSÁRIA CARRIÇO - 127m² Apartamento com, 2 suítes e 1 semi-suíte, sala para 2 ambientes, varanda gourmet, cozinha, área...|R$ 240.000|56 m²|2|1|1|Avenida Deputado Antônio Florêncio de Queiroz, Ponta Negra
Belíssimo apartamento em andar alto, com 3 quartos sendo 2 suítes, sala para 2 ambientes, wc social, cozinha com armários planejados, área de serviço e dependência com banheiro de...|R$ 650.000|127 m²|3|4|1|Rua Anísio de Souza, Candelária
Apartamento no Tirol com 55 m2 com 2 quartos sendo 01 suíte, cozinha, sala em L e Varanda. Excelente acabamento. Área de Lazer com Espaço Goumert, Piscina, Churrasqueira e Salão d...|R$ 520.000|85 m²|3|3|2|Rua Francisco Borges de Oliveira, Lagoa Nova
ATENÇÃO NÃO PASSE !!! sem ver essa ótima oportunidade viver bem e com tranquilidade , próximo a restaurantes , farmácias , hospitais , em uma ótima localização em lagoa nova. imóve...|R$ 279.000|55 m²|2|2|1|Avenida Governador Juvenal Lamartine, Tirol
Sempre quis morar em Petrópolis? Esta é sua grande chance! Apartamento de 103m² com três dormitórios, varanda, cozinha, área de serviço e garagem coberta. E possui uma iluminação...|R$ 200.000|99 m²|3|1|1|Rua Romualdo Galvão, Lagoa Nova
Apartamento com 2 dormitórios, cozinha, churrasqueira coletiva, quadra poliesportiva, salão de festas, área privativa de 50m².|R$ 600.000|103 m²|3|3|2|Petrópolis, Natal
Apartamento de 55,00m² com dois quartos, sendo um suíte, cozinha e sala para dois ambientes. Com obras avançadas, o Residencial Cosmopolitan está localizado no bairro de Tirol, na...|R$ 115.000|50 m²|2|1|1|Pitimbu, Natal
O Condomínio Sun Gardens é bem localizado, próximo a BR e de padarias, escolas, restaurantes, farmácias, hospitais, universidade. Possui área de lazer completa com espaço gourmet,...|R$ 353.332|55 m²|2|2|1|Tirol, Natal
Residencial Vitoria - Lagoa Nova Aconchegante apartamento no residencial vitória, são 57m2, sala para dois ambientes, duas suítes, sendo uma com armário, varanda, cozinha com armá...|R$ 220.000|57 m²|2|2|2|Rua dos Pintassilgos, Pitimbu
DESCRIÇÃO DO IMÓVEL O imóvel possui 3/4 sendo 1 suíte, sala para 2 ambientes, wc social, cozinha, área de serviço, 1 vaga de garagem. - Lazer com quadra poliesportiva e playgroun...|R$ 240.000|57 m²|2|2|2|Rua dos Potiguares, Nossa Senhora de Nazaré
Belo apartamento, com vista para o Mar. Aconchegante pronto para morar!|R$ 220.000|72 m²|3|2|1|Capim Macio, Natal
O apartamento está localizado no bairro Capim Macio com 76 metros quadrados com 3 quartos sendo 1 suíte e 2 banheiros Possui academia, espaço gourmet, área verde de jardim, área de...|R$ 420.000|100 m²|3|3|2|Rua Professora Francisca Ivone Cavalcanti, Ponta Negra
Venha desfrutar de uma visão privilégiada de um dos cartões postais do Rio Grande do Norte! Apartamento no Ahead Ponta Negra, com localização privilégiada contando com diversos po...|R$ 425.000|76 m²|3|2|2|Rua Estudante José Francisco de Souza Filho, Capim Macio
Apartamento muito bem localizado, com academia enfrente e super mercado próximo, o imóvel já encontra-se mobiliado.|R$ 500.000|55 m²|2|2|2|Ponta Negra, Natal
Para você que busca apartamento em condomínio e valoriza segurança e a tranquilidade, aliado a comodidade e localização. Excelente Apartamento em Capim Macio, Condomínio Saint Cha...|R$ 350.000|55 m²|2|2|2|Capim Macio, Natal
Lindo apartamento mobiliado com 3/4 em Lagoa Nova no Condomínio Ville de Sainte Anne, com 93 m² sala para 2 ambientes ampliada com a varanda,com uma estante projetada, bar, armário...|R$ 595.000|109 m²|3|3|1|Capim Macio, Natal
O apartamento está localizado no bairro Petrópolis tem 112 metros quadrados com 3 quartos sendo 3 suites e 4 banheiros Possui área de fitness, espaço gourmet, jardim, playground, s...|R$ 300.000|100 m²|3|3|2|Lagoa Nova, Natal
Apto à venda no Condomínio Jardim Escandinávia. Próximo ao IFRN, Unimed e Parque das Dunas. Entre em contato para visitar. AMBIENTES: 79 m² com 3 quartos, sendo 2 suítes; Sala par...|R$ 690.000|112 m²|3|4|1|Avenida Rodrigues Alves, Petrópolis
Condomínio com ótima localização, facilidade de deslocamento e acesso a serviços, em um espaço de conforto e lazer. Infraestrutura completa de lazer, com piscina adulto e infantil,...|R$ 140.000|79 m²|3|3|2|Avenida Xavier da Silveira, Lagoa Nova
INÊZ FERNANDES - CÓDIGO AV-8019 - Apartamento em bairro de Lagoa Nova, no 12 andar, com 3 quartos sendo 2 suítes, com 2 vagas, dependência completa, closet, varanda ampla, cozinha...|R$ 240.000|56 m²|2|2|1|Rua das Perdizes, Pitimbu
.]]>|R$ 550.000|108 m²|3|1|2|Avenida Nascimento de Castro, Lagoa Nova
Excelente apartamento, com 63 metros 2 dormitórios sendo 1 suíte, sala de estar e jantar amplas, varanda cozinha,área de serviço, 1 garagem, bom acabamento piso em cerâmica janelas...|R$ 220.000|84 m²|3|3|2|Capim Macio, Natal
Apartamento no Tirol com 2 quartos sendo 1 suíte, 2 vagas, academia, área de jardim, espaço gourmet e salão de festas, quadra poliesportiva, ar condicionado, piscina, Churrasqueira...|R$ 690.000|91 m²|3|2|2|Ponta Negra, Natal
APARTAMENTO 4 QUARTOS NO BAIRRO DE CAPIM MACIO -120m² - Apartamento 4 Quartos, sendo 2 suítes Sala Estar/Jantar, varanda gourmet com churrasqueira, cozinha, área de serviço...|R$ 130.000|67 m²|2|2|2|Rua Santo Onofre, Planalto
Excelente apartamento, com ótima localização, próximo ao campo do ABC, confortável, sala 2 ambientes, varanda, 3 quartos sendo 1 suite, wc social, copa, cozinha com bancadas granit...|R$ 480.000|100 m²|2|3|2|Avenida Governador Juvenal Lamartine, Tirol
Belíssimo apartamento no condomínio Ana Flavia e Gabriela com 110 m² composto por sala com 2 ambientes, 3/4 sendo 1 suíte com, cozinha, wc social , dependência e 02 vagas de garage...|R$ 750.000|120 m²|4|4|1|Rua Ismael Pereira da Silva, Capim Macio
Venha morar no mais tradicional bairro da Cidade... Edifício Residencial Alto da Boa Vista. Apartamentos com 75M2, 3 quartos sendo 1 suíte, sala para 2 ambientes, cozinha, varand...|R$ 590.000|79 m²|3|3|2|Ponta Negra, Natal
Excelente Apartamento, ótima localização, próximo a Cabo Telecom, sala para 2 ambientes, varanda, 2 quartos sendo 1 suite, wc social, cozinha, área de serviço, 1 vaga de garagem, g...|R$ 300.000|110 m²|2|1|2|Alecrim, Natal
Apartamento com 100 metros quadrados, localizado no bairro tirol com 3 quartos sendo 1 suíte e 2 banheiros. Fica próximo a farmácias, shoppings, universidades, hospitais, restauran...|R$ 310.000|75 m²|3|3|1|Rua Princesa Isabel, Cidade Alta
Apartamento de 86m² voltado para o nascente com três quartos sendo um suíte, sala para dois ambientes, varanda, banheiro social, cozinha planejada, área de serviço, despensa e duas...|R$ 280.000|57 m²|2|2|2|Candelária, Natal
O apartamento no bairro Lagoa Nova com 55 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui parquinho infantil. Vai lhe possibilitar curtir os dias mais quentes na...|R$ 450.000|75 m²|3|2|2|Avenida Prudente de Morais, Petrópolis
Agradável apartamento em Lagoa Nova 87m² bem distribuídos em 3 dormitórios sendo um deles suíte, Sala 2 ambientes, cozinha e área de serviço - 2 vagas de garagem andar alto Com ac...|R$ 375.000|86 m²|3|2|2|Ponta Negra, Natal
O apartamento no bairro Nossa Senhora de Nazaré tem 77 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros Possui área de fitness, espaço gourmet, área verde de jardim, parq...|R$ 339.997|55 m²|2|2|2|Rua Fernando Barreto, Lagoa Nova
Apartamento sombra e ventilação, sala ampliada, andar alto, linda vista para o mar, com projetados em todos os cômodos. Sala, duas suítes, sendo uma reversível, cozinha e área de s...|R$ 480.000|87 m²|3|3|3|Rua Anísio de Souza, Lagoa Nova
APARTAMENTO 3 QUARTOS NO CONDOMINIO GREEN LIFE MOR GOUVEIA. Apartamentos 3 quartos sendo um suíte, sala para 2-ambientes, banheiro social, cozinha, área de serviço e uma vaga d...|R$ 340.000|77 m²|3|2|2|Avenida Capitão-mor Gouveia, Nossa Senhora de Nazaré
Apartamento com 3 suítes, sala para 2 ambientes, excelente varanda gourmet, lavabo, cozinha ampla, área de serviço, dependência completa, 3 vagas de garagem, excelente padrão de ac...|R$ 320.000|57 m²|2|2|2|Rocas, Natal
CONDOMINIO SUN TOWERS - AV-8216- CONDOMINIO SUN TOWERS - Vende-se Excelente apartamento, andar alto, localizado no bairro de Cidade Satélite com 02 quartos sendo 01 suíte, sala amp...|R$ 370.000|70 m²|3|2|4|Avenida Capitão-mor Gouveia, Lagoa Nova
A oportunidade que você tanto esperava chegou. Um dos mais lindos e aconchegantes apartamentos, em uma das melhores localizações da cidade de Natal, já pode ser seu. O Palazzo Barr...|R$ 880.000|136 m²|3|5|2|Lagoa Nova, Natal
Apartamento à venda é confortável ideal para quem busca um imóvel com 92m² de área privativa. Eu considero ideal para uma família pequena, porque os ambientes integrados proporcion...|R$ 220.000|60 m²|2|1|1|Pitimbu, Natal
O apartamento no bairro Barro Vermelho com 96 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros Possui jardim, espaço gourmet, parquinho com diferentes brinquedos, salão d...|R$ 618.000|84 m²|3|2|3|Rua Desembargador Régulo Tinoco, Tirol
Venda de um excelente apartamento no bairro de Capim Macio, por trás da FACEX,.O imóvel conta com 76 metros quadrados de área privativa, varanda, duas salas, banheiro social, trs q...|R$ 600.000|92 m²|3|2|2|Rua Doutor José Bezerra, Barro Vermelho
O apartamento tem 104 metros quadrados está localizado no bairro Petrópolis com 3 quartos sendo 1 suíte e 3 banheiros. A alguns minutos de restaurantes, escolas, shoppings, hospita...|R$ 430.000|96 m²|3|2|1|Rua Guilherme Tinoco, Barro Vermelho
Esta é a oportunidade para você que deseja morar com exclusividade, espaço e conforto! Opções de apartamentos com 79m² e 03 de tipos de plantas; construído com esquadrias de altís...|R$ 450.000|76 m²|3|3|3|Rua Professora Gipse Montenegro, Capim Macio
-|R$ 540.000|98 m²|3|3|1|Rua Trairi, Petrópolis
Vendo apto no Ed Residencial VILLE DE MARSEILLE em TIROL por 380.000,00 106,60m2, 3 suítes mais dependência e 3 VAGAS DE GARAGEM. Ficam todos os projetados Andar alto, sombr...|R$ 557.592|79 m²|3|3|2|Avenida Deputado Antônio Florêncio de Queiroz, Ponta Negra
VENDA de apartamento no Residencial Vita. Imóvel mobiliado, com piso porcelanato, 2 qtos, banheiro social, sala para 2 ambientes, varanda, cozinha americana com armários, fogão co...|R$ 209.800|55 m²|2|2|1|Ponta Negra, Natal
Cód. 10412 - Excelente Apto. de 2 quartos com uma suíte e uma semi reversível, reformado, climatizado, semi-mobiliado, 02 vagas de garagens cobertas, gerador de energia, sauna, 02...|R$ 380.000|106 m²|3|5|1|Avenida Almirante Alexandrino de Alencar, Tirol
Apartamento com 59, 63m² de área, disponível para venda no Residencial Estrela do Atlântico, no bairro Ponta Negra, em Natal/RN. O Apartamento 59, 63m²: Sala de estar; Co...|R$ 220.000|50 m²|2|1|1|Avenida dos Caiapós, Pitimbu
CONDOMÍNIO SUZANA MARIA - LAGOS NOVA . APARTAMENTO 3 QUARTOS NO CONDOMINIO SUZANA MARIA LAGOA NOVA. Apartamento com 78M2, 2 quartos sendo 1 suíte, sala para 2 ambientes, cozinha...|R$ 290.000|58 m²|2|2|2|Ribeira, Natal
Apartamento no edifício Suzana Maria, localizado na principal avenida de Lagoa Nova, a poucos metros do Shopping Midway Mall, o maior shopping da capital. Imóvel em andar alto...|R$ 406.000|59 m²|2|2|1|Rua Professora Francisca Ivone Cavalcanti, Ponta Negra
Já imaginou morar na melhor localização em Natal-RN? Onde estão localizados os melhores serviços, próximo a supermercados, restaurantes, bares, pizzarias, lanchonetes, academias....|R$ 270.000|78 m²|3|2|2|Avenida Nevaldo Rocha, Lagoa Nova
Apartamento à venda no condomínio José Cosme Residencial, Tirol . 55m2, 02 quartos (1 suíte), sala para dois ambientes, varanda com fechamento em cortina de vidro, área de serviço...|R$ 300.000|98 m²|3|2|1|Avenida Nevaldo Rocha, Lagoa Nova
ED. ANTONIO LOPES - Código: AV-7070 - ED. ANTONIO LOPES Vende-se ótimo apartamento, super ventilado 03(três) quartos sendo 2 suítes com armários, banheiro social copa, cozinha com...|R$ 310.000|138 m²|3|1|2|Lagoa Nova, Natal
Apartamento no Verano Ponta Negra, com 55 m2 sendo 02 quartos com 01 suíte, sala de jantar/estar, varanda e cozinha. Andar alto. Área de Lazer Completa. Agende sua visita!...|R$ 265.000|55 m²|2|2|2|Rua Dom José Tomaz, Tirol
Um jeito simples e prático de viver é a proposta do aconchegante Edifício Serra das Araras. Um condomínio de poucos moradores está em uma localização privilegiada, no nobre bairro...|R$ 330.000|90 m²|3|1|2|Lagoa Nova, Natal
Excelente apartamento, em ótima localização, próximo POSTO POTIGUARES - REDE JM, condomínio fechado, sala para 2 ambientes, varanda, 3 quartos sendo 2 suítes, wc social, cozinha, a...|R$ 260.000|56 m²|2|2|2|Rua da Campina, Ponta Negra
Novíssimo apartamento recém entregue com 83 metros de 3 quartos e 1 suíte, com infraestrutura para Splits em quartos e sala, instalação para aquecimento a gás nos chuveiros, excele...|R$ 295.000|107 m²|3|3|2|Rua Romualdo Galvão, Lagoa Nova
Excelente Apartamento no Sun Towers! Este belíssimo apartamento possui 57m² de área privativa, com 2 quartos sendo 1 suíte, varanda, sala de estar e jantar, cozinha, área de servi...|R$ 680.000|117 m²|3|4|2|Lagoa Nova, Natal
A partamento à venda, bem localizado próximo ao centro econômico de Natal, próximo a materninade, praias, hospitais, teatro, shopping e o centro da cidade. O imóvel possui 61m² div...|R$ 379.000|83 m²|3|2|2|Rua Maria Nazaré de Araújo, Capim Macio
Apartamento localizado em Capim macio na melhor localização, sendo 3 quartos dois suite, uma dependência completa, cozinha com projetados e banheiro com projetados. sala para dois...|R$ 220.000|57 m²|2|2|2|Rua dos Pintassilgos, Pitimbu
OPORTUNIDADE NO GOLDEN GREEN VALOR R$ 560.000,00 COND R$ 750,00 PARA MAIORES INFORMAÇÕES LIGAR OU PASSAR UM WHATSAPP PARA O NUMERO (84)9. IMOVEL COM 123M DIVIDIDOS EM 03 SUÍTE, SA...|R$ 250.000|61 m²|2|2|1|Rua Ferro Cardoso, Rocas
O apartamento no bairro Capim Macio com 92 metros quadrados com 3 quartos sendo 2 suites e 3 banheiros. Me consulte mais informações e marque sua visita!!! Valor tem desconto e ne...|R$ 520.000|109 m²|3|3|3|Capim Macio, Natal
Venha conhecer o melhor custo x benefício da região. O Spazzio Privillege é um ótimo residencial muito vantajoso de Ponta Negra. Ter seu lugar no garantido no Spazzio Privillege Po...|R$ 560.000|123 m²|3|4|2|Rua Jaguarari, Candelária
Apartamento com: - 03 quartos sendo 01 suíte; - Sala para 02 ambientes; - WC Social; - Cozinha com armários; - Varanda; - 03 vagas cobertas. - Quitado, porém não escriturado....|R$ 370.000|92 m²|3|3|1|Rua José Mauro de Vasconcelos, Capim Macio
APARTAMENTO ALTO PADRÃO EM LAGOA NOVA , APARTAMENTO COM 145 M2 COM 3 SUITES, SENDO UMA MASTER COM CLOSET, VARANDA AMPLA, SALAS AMPLAS PARA DOIS AMBIENTES, DUAS VAGAS COBERTAS , AND...|R$ 250.000|54 m²|2|2|1|Ponta Negra, Natal
Residencial Solar Nabor Maia. SOLAR NABOR MAIA. TORRE ÚNICA, 100% REVESTIDA EM CERÂMICA, 20 ANDARES, COM 40 APARTAMENTOS, SENDO APENAS 02 POR ANDAR. Com uma excelente localização...|R$ 395.000|80 m²|3|2|1|Alecrim, Natal
Sempre quis morar na Ribeira? Esta é sua grande chance! Com uma vista linda para o mar e em uma região histórica de Natal, encontra-se esse belo de apartamento de 58m² com 2 dor...|R$ 750.000|145 m²|3|5|1|Avenida Senador Salgado Filho, Lagoa Nova
O apartamento está localizado no bairro Cidade Alta tem 65 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui espaço para festas.Elevador que garante o transporte da...|R$ 285.097|55 m²|2|2|1|Avenida Governador Juvenal Lamartine, Tirol
Lindo apartamento no condomínio Estrela do Atlântico. Imóvel completamente reformado em alto padrão, Piso de madeira e porcelanato, rodapé em madeira, revestimentos em pastilha de...|R$ 264.900|58 m²|2|2|1|Ribeira, Natal
"*EXCLUSIVO"" Vende se Apartamento Térreo, em Natal, no Bairro Dix-Sept Rosado, Próximo a supermercados, bares, restaurantes, hospitais, a poucos minutos do maior shopping de Natal..."|R$ 260.000|65 m²|2|2|2|Praça André de Albuquerque, Cidade Alta
Já imaginou morar na melhor localização do Capim Macio? Um dos Bairros mais cobiçados da cidade. Vários serviços na região, escolas, padarias, farmácias, supermercados, restaurante...|R$ 429.000|60 m²|1|2|2|Ponta Negra, Natal
Sala de estar/jantar; Banheiro social; Dois quartos, sendo um suíte; Varanda; Cozinha; Área de serviço; O condomínio dispõe de: Guarita, playground, salão de festas, salão de jogos...|R$ 180.000|53 m²|2|2|1|Dix-sept Rosado, Natal
Sala de estar/jantar; Banheiro social; Dois quartos, sendo um suíte; Varanda; Cozinha; Área de serviço; O condomínio dispõe de: Guarita, playground, salão de festas, salão de jogos...|R$ 308.000|55 m²|2|2|1|Capim Macio, Natal
O apartamento no bairro Lagoa Nova com 50m² com 2 quartos sendo 1 suite e 2 banheiros Vai lhe possibilitar todo o conforto do ar condicionado nos dias mais quentes. Está em um cond...|R$ 366.000|67 m²|2|2|2|Rua Doutor Osvaldo Fortes do Rego, Ponta Negra
Excelente oportunidade! Apartamento todo mobiliado, localizado em um dos bairros mais requisitados por todos aqueles que desejam morar no melhor da Zona Sul, Ponta Negra, Natal/RN....|R$ 365.000|67 m²|2|2|2|Rua Doutor Osvaldo Fortes do Rego, Ponta Negra
Condominio Spazio Andrier. Condomínio fechado de apartamentos com: -2 quartos -varanda, -Banheiro -2 vagas de garagem Esse empreendimento foi todo pensado para melhor atender os m...|R$ 170.000|50 m²|2|2|2|Rua Contador Manoel Raimundo de Aguiar, Lagoa Nova
Contato: Fábio Pinheiro, consultor imobiliário. CRECI 5551, Fone. (8 4) 9 9 7 0 0 - 5 0 6 0 (Tim/whats) VENDA de apartamento em Morro Branco. O imóvel tem 85 m² com piso porcel...|R$ 230.000|55 m²|2|2|1|Rua da Lagosta, Ponta Negra
APARTAMENTO COM 75 METROS, 3 QUARTOS SENDO 1 SUÍTE , VARANDA , ANDAR ALTO , VISTA MARAVILHOSA , LADO DA SOMBRA E VENTILADO .|R$ 186.000|54 m²|2|2|2|Avenida Doutor João Medeiros Filho, Pajuçara
ESTRELA DO ATLÂNTICO Condomínio Estrela do Atlântico - Ponta Negra. Apartamento com 60M2, com 2 quartos sendo um suíte, sala para 2 ambientes, cozinha, área de serviço e 1 vaga...|R$ 386.000|85 m²|3|2|2|Rua Desembargador Sinval Moreira Dias, Nova Descoberta
Empreendimento em fase de construção, com a confiabilidade para proporcionar qualidade e segurança para os moradores, sendo 3 por andar com 75,84 m² e 20 pavimentos , 3/4 sendo 1 s...|R$ 360.000|75 m²|3|2|2|Avenida Interventor Mário Câmara, Dix-sept Rosado
Apartamento com 93m², 3 quartos sendo 2 suítes, sala para 2 ambientes, varanda, cozinha, dependência e 2 vagas de garagem cobertas. Área de lazer com piscina, churrasqueira e salão...|R$ 429.000|60 m²|2|2|2|Avenida Deputado Antônio Florêncio de Queiroz, Ponta Negra
Condomínio Life MD Oportunidade em localização privilegiada, próximo ao shopping Midway e ao lado da UNP Salgado Filho. Apartamento 87M2, 03 quartos sendo e 01 suite, varanda, s...|R$ 322.000|75 m²|3|2|2|Dix-sept Rosado, Natal
Apartamento com 96m² mais uma varanda privativa de 57m² em L 3/4 sendo uma suíte com armários, todos mobiliados, com cortina e aparelhos de ar condicionados modelo split em todos o...|R$ 455.000|93 m²|3|2|1|Rua Maria Auxiliadora, Tirol
Código: 8566 - Apartamento no THERRAZA PETRÓPOLIS, com 93,71 m² de área privativa;. 03 quartos sendo 01 suíte e 02 semi-suítes; 01 WC social, Cozinha, Dependência de empregada, Áre...|R$ 430.000|87 m²|3|3|2|Rua Doutor José Gonçalves, Lagoa Nova
"O apartamento está localizado no bairro Ponta Negra com 56 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros

verano está poucos minutos da praia venha conhecer"|R$ 360.000|96 m²|3|3|1|Vila Progresso, Barro Vermelho
Excelente Apartamento no res. Alvorada|R$ 480.000|93 m²|3|4|1|Petrópolis, Natal
Apartamento em Neópolis (Zona Sul), às margens da BR-101, vizinho ao Makro. Próximo a shoppings, escolas, supermercados, universidades e a 10 minutos da praia de Ponta Negra. São...|R$ 264.000|56 m²|2|2|2|Rua da Campina, Ponta Negra
O apartamento no bairro Lagoa Nova possui 57 metros quadrados com 2 quartos e 1 banheiro Possui espaço jardinado, salão de festas. Vai lhe possibilitar curtir os dias mais quentes...|R$ 390.000|77 m²|3|2|2|Dix-sept Rosado, Natal
Já imaginou morar na melhor localização em Natal-RN? Onde estão localizados os melhores serviços, próximo a restaurantes, bares, pizzarias, lanchonetes, padarias, igrejas. Para que...|R$ 320.000|67 m²|2|1|2|Neópolis, Natal
Apartamento com planejados nos banheiros, box e planejados nos quartos. Porta da frenta em IPÊ e adaptada para cadeirante 90x210. Porta dos quartos em Jatobá, com acabamento excele...|R$ 180.000|57 m²|2|1|2|Rua Sérgio Severo, Lagoa Nova
Sou um apto muito bonito de 102m² e meu dono quer me vender por apenas RS 380 mil, estou próximo a padarias, farmácias, posto de gasolina, supermercado, clínicas, escritórios, etc...|R$ 120.000|65 m²|2|1|2|Capim Macio, Natal
O apartamento está localizado no bairro Nossa Senhora de Nazaré com 70 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros Possui área de fitness, espaço gourmet, jardim, ár...|R$ 345.000|103 m²|3|3|1|Rua Romualdo Galvão, Lagoa Nova
Linda e bem situada cobertura, com170m² de área construída no Vila Park,na torre Roma, com 3 quartos, sendo 2 suítes, hidromassagem na jacúzi, área externa, 3 salas (de jantar, de...|R$ 380.000|102 m²|3|3|2|Rua Monsenhor Severiano, Petrópolis
Venda de um excelente apartamento, lado sombra, ventilado. O imóvel fica na Rua Anísio de Souza, conta com 87 metros quadrados de área privativa, duas salas amplas com móveis plane...|R$ 340.461|70 m²|3|2|2|Avenida Capitão-mor Gouveia, Nossa Senhora de Nazaré
Apartamento com 02 quartos sendo 01 suíte, sala de estar/ jantar, WC social, cozinha, área de serviço, 01 vaga de garagem coberta, 68,48 m2 de área privativa, sombra e ventilado, r...|R$ 650.000|170 m²|3|4|2|Ponta Negra, Natal
Sala de estar/jantar; Banheiro social; Dois quartos, sendo um suíte; Varanda; Cozinha; Área de serviço; O condomínio dispõe de: Guarita, playground, salão de festas, salão de jogos...|R$ 430.000|87 m²|3|3|2|Rua Anísio de Souza, Candelária
Lançamento Residencial Torre Lisboa Localizado na mais bela praça de Lagoa Nova, bem próximo a Av. Miguel castro, a Rua dos potiguares. Com toda a infraestrutura de serviços nas pr...|R$ 190.000|63 m²|2|2|2|Ponta Negra, Natal
Um imóvel elegante, com acabamentos sofisticados, pensado para quem deseja viver com conforto e exclusividade. A casa é sua!! Entre e se encante!! Uma vista linda para a Ponte Ne...|R$ 366.000|67 m²|2|2|2|Rua Doutor Osvaldo Fortes do Rego, Ponta Negra
Apartamento para Venda, Condomínio Jardins De Lagoa Nova no bairro Lagoa Nova. Dispondo de 3 quartos, sendo 2 suítes, 2 vagas de garagem, área de serviço, cozinha, dependência co...|R$ 665.130|117 m²|3|4|2|Lagoa Nova, Natal
Residencial Ana Beatriz Localizado no Barro Vermelho, R. Rita Pereira de Macedo. próximo da Av. Prudente de Morais, Magazine Luiza, Miranda, supermercados, restaurantes, farmácias,...|R$ 430.000|94 m²|3|3|1|Rua José Olinto Macedo, Rocas
