property_describe|price|area|room|bath|garage|address
Vendo ou alugo apartamento em Ponta Negra, com 2 quartos, sendo 1 suíte, cozinha americana com armário, banheiros com armários e no quarto também. -|R$ 850.000|119 m²|3|5|1|Rua Alfredo Dias de Figueiredo, Lagoa Nova
Vendo APARTAMENTO RESIDENCIAL - LAGOA NOVA OPORTUNIDADE em excelente localização na rua Tereza Campos, esquina com a Lima e Silva, a poucos minutos do hospital Promater, região co...|R$ 510.000|114 m²|3|1|2|Barro Vermelho, Natal
Ao nos fazer contato, informar o código AP1327 Apartamento com 99m², móveis projetados em todos os ambientes. O imóvel possui sala para 02 ambientes estar/jantar, 03 dormitórios s...|R$ 777.307|127 m²|3|4|1|Rua Padre João Damasceno, Lagoa Nova
AV-7055 Lindo apartamento no Condomínio Teresa de Lisieux no Tirol, ótima localização, próximo a escolas, supermercado e comercio, Apartamento 120m2, 3 suítes, sendo a principal má...|R$ 410.000|56 m²|2|2|1|Rua Fernando Barreto, Lagoa Nova
Apartamento com 2 quartos sendo 1 suíte, sala com dois ambientes, cozinha e área de serviço. Área de lazer dispõe de piscina, churrasqueira, salão de festas e playground. Portaria...|R$ 525.000|53 m²|1|2|3|Rua Doutor Aderson Dutra de Almeida, Ponta Negra
"apartamento com ótima localização no serrambi 1, 2/4, 2 bwc, sala, cozinha, 2 vagas de garagem cobertas, apartamento todo pintado.

Ligue e agende sua visita -"|R$ 390.000|94 m²|3|3|1|Rua Francisco Simplício, Ponta Negra
À VENDA! Excelente apartamento no bairro Lagoa Nova! Com aproximadamente 127m², 03 suítes, Sala para 02 ambientes, Varanda, Cozinha, Área de serviço, Dependência de empregada, 02...|R$ 320.000|57 m²|2|2|2|Tirol, Natal
"Apartamento à venda em barro vermelho |Palazzo Barro Vermelho 3/4 sendo um suíte sala integrada ? ? O condomínio é, sem sombra de dúvidas, o mais luxuoso e tecnológico do barro ver..."|R$ 600.000|119 m²|3|3|1|Rua Desembargador Régulo Tinoco, Barro Vermelho
Natture Condomínio Clube: Fora de casa, natureza e bem-estar. Um lugar com lazer para todas as idades, para toda a família. E nesse mesmo lugar, ar puro. APARTAMENTO: Apartamento...|R$ 398.000|55 m²|2|2|1|Rua da Saudade, Lagoa Nova
Apartamento excelente para investimento e momentos de lazer. O apartamento está cadastrado no pool hoteleiro, o que irá lhe gerar rendimentos, não havendo custos de manutenção nem...|R$ 330.000|59 m²|2|2|2|Avenida Deputado Antônio Florêncio de Queiroz, Ponta Negra
OPORTUNIDADE - apartamento no Tirol Concetto Exclusividade e modernidade. Um projeto único que reúne sofisticação e modernidade em um novo jeito de viver. O Tirol Concetto poss...|R$ 600.000|172 m²|3|4|1|Lagoa Nova, Natal
Cobertura na região privilegiada do Tirol, próximo a escolas Universidades, supermercados, Hospitais. Possui 300m² área privativa, com todos os móveis planejados distribuídos em 3...|R$ 500.000|99 m²|3|2|1|Neópolis, Natal
Vendo ótimo apartamento Residencial Caminha Vilar. Capim Macio. com 49 m². Novo de primeira habitação. Sacada. Sala em 02 ambientes com piso frio. 02 quartos sendo 01 suíte e 01 su...|R$ 650.000|120 m²|3|1|2|Tirol, Natal
Apartamentos com 79,42 m² privativos. Sala de estar/jantar; 02 quartos sendo 1 (uma) suíte casal com wc e closet; 01 (um) wc social; Cozinha/área de serviço Lavabo; Local par...|R$ 255.900|52 m²|2|1|3|Rua Doutor Osvaldo Fortes do Rego, Ponta Negra
Vendo Excelente Apartamento em Condomínio Apartamento com 3/4 sendo 1 suíte, banheiro c/ box e armário, cozinha projetada, área de serviço, sala de estar, jantar e garagem. O co...|R$ 100.000|60 m²|2|2|2|Avenida Ayrton Senna, Neópolis
Apartamento com 03 dormitórios, sendo 01 suíte, sala para 02 ambientes e varanda acoplada, e 02 vagas de garagem cobertas.|R$ 793.000|127 m²|4|4|1|Rua Marize Bastier, Lagoa Nova
O apartamento no bairro Lagoa Nova tem 256 metros quadrados com 4 quartos sendo 4 suites e 1 banheiro Possui parquinho infantil, espaço para festas. Vai lhe possibilitar curtir os...|R$ 619.000|92 m²|3|3|2|Rua Alonso de Almeida, Barro Vermelho
O apartamento muito aconchegante, prático e versátil. É maravilhoso morar beira mar, onde a qualidade de vida está ao seu alcance. O apartamento tem 47m², sendo 1 quarto, sala cozi...|R$ 350.000|75 m²|3|2|2|Candelária, Natal
Apartamento disponível para venda no condomínio Cantera, Lagoa Nova . Andar alto; Projetados nos ambientes . Informações e visitas, entre em contato com Lidiana Kelly, consultora d...|R$ 390.000|60 m²|2|2|1|Ponta Negra, Natal
Apartamento para Venda em Natal/RN no bairro Tirol, residencial Terraço das Dunas, com 03 quartos, sendo 01 suíte, 02 banheiros, e 02 vagas de garagem. Terraço das Dunas. E...|R$ 999.000|140 m²|3|4|1|Rua Desembargador Hemetério Fernandes, Tirol
Vendo Apartamento com excelente localização, 3 quartos, sendo dois suítes e um com varanda, sala para dois ambientes, cozinha com armários, dependência completa. Área de lazer comp...|R$ 1.500.000|300 m²|3|5|1|Tirol, Natal
Excelente apartamento em um dos melhores bairros de Natal, contendo 3 quartos, sendo uma suíte, com sala para dois ambientes. Ainda, o condomínio oferece salão de festas. Obs: o co...|R$ 242.000|49 m²|2|2|2|Capim Macio, Natal
Apartamento à venda no Quartier Lagoa Nova, 100% projetado, com acabamento requintado. O apartamento que você e sua família merece.São 119m² muito bem divididos, com 3 suítes, uma...|R$ 690.000|79 m²|2|3|2|Avenida Deputado Antônio Florêncio de Queiroz, Ponta Negra
Apto à venda no Edificio Jaguarari. Próximo a Lojas Verona; Hospital Hapvida Antônio Prudente; Contact Center Riachuelo. AMBIENTES: 70m² com 3 quartos sendo 1 suite ; Sala para do...|R$ 290.000|80 m²|3|1|4|Neópolis, Natal
Apartamento com 2quartos, sala de jantar/estar, cozinha, wc social, área de serviço, 1 vaga, gás encanado. Portaria 24 hs, com escritura publica aceita financiamento. Usado em ótim...|R$ 350.000|85 m²|3|2|1|Nova Descoberta, Natal
Apartamento no Tirol, 4 quartos em localização privilegiada Esse é um lar para quem busca exclusividade. O Edifício Montblanc conta com um único e amplo apartamento por andar e es...|R$ 650.000|256 m²|4|1|2|Avenida Rui Barbosa, Lagoa Nova
Apartamento 3 quartos em Lagoa Nova , bem localizado, próximo a Promater. 75m2 - Sala - 2 quartos + 1 dependência com 1 banheiro - 1 banheiro social Com Escritura pública ( permi...|R$ 110.000|47 m²|1|1|2|Avenida Presidente Café Filho, Praia do Meio
Apartamento amplo com 3 suítes, banheiro social, dependência completa, despensa, cozinha, área de serviço, sala ampla para 2 ambientes. Sombra e ventilação predominante. Próximo da...|R$ 265.000|58 m²|2|2|2|Rua dos Tororós, Lagoa Nova
O apartamento está localizado no bairro Ponta Negra possui 69 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros|R$ 744.312|104 m²|3|3|1|Rua Capitão Abdon Nunes, Tirol
O apartamento no bairro Ponta Negra tem 60 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui academia, espaço gourmet, área verde de jardim, parquinho infantil, esp...|R$ 649.990|113 m²|3|4|2|Tirol, Natal
"Apartamento com 70m². Com 3 dormitórios sendo uma suíte e um banheiro social!

Piso todo porcelanato / Móveis planejados/ espelhos/ box nos banheiro. Lado da sombra."|R$ 300.000|87 m²|3|2|1|Barro Vermelho, Natal
O Green Life é um projeto ousado com apartamentos na medida certa e vários diferenciais, que vão desde o condomínio com completa estrutura e múltiplas opções de lazer até a sua loc...|R$ 720.000|119 m²|3|5|1|Rua Morais Navarro, Lagoa Nova
Forma de pagamento : Entrada de 20% + Financiamento 80% por qualquer banco com 55m² com 2 quartos , lado sombra e ventilado Empreendimento está a 3 minutos de ponta negra!! O Ecog...|R$ 180.000|70 m²|3|2|1|Rua Jaguarari, Lagoa Seca
OPORTUNIDADE ÚNICA! O condomínio possui ótima localização, próximo à supermercado, escolas, paradas de ônibus, posto de combustível, entretenimentos e à menos de 6 km da praia de...|R$ 92.000|55 m²|2|1|1|Pitimbu, Natal
ÓTIMO APARTAMENTO COM SALA PARA 02 AMBIENTES, VARANDA, COZINHA, ÁREA DE SERVIÇO, 02 QUARTOS SENDO 01 SUÍTE, BANHEIRO SOCIAL, 2 VAGAS DE GARAGEM, LADO DA SOMBRA, ÁREA DE LAZER COMPL...|R$ 680.000|184 m²|4|5|2|Rua José Barreira Lima Verde, Tirol
Imóvel bem localizado com 3 quartos, sendo 01 suíte ,1 sala para 2 ambientes, 03 banheiros, 3 vagas de garagem LIVRES e cobertas, cozinha, 2 elevadores. Área de lazer com piscina...|R$ 178.000|75 m²|3|2|1|Avenida Jerônimo Câmara, Lagoa Nova
JARDINS DO BARRO VERMELHO - AV-8619 JARDIN DO BARRO VERMELHO Apartamento novo, no barro Vermelho ,bem localizado ,sombra total ,sendo 3 quartos ,2 suites , com armários na suite p...|R$ 520.000|120 m²|3|5|2|Tirol, Natal
AV-6050 Apartamento com dois quartos , sala, cozinha,área de serviço,portaria 24 horas,próximo ao Supermercado Favorito da Av Airton Senna.|R$ 285.000|69 m²|2|2|1|Rua Alfredo Dias de Figueiredo, Ponta Negra
Excelente Apartamento no Tirol Way Residence, 2 quartos, 2 suites, 2 salas, 1 varanda, 3 banheiros, 2 vagas de garagem.|R$ 428.000|60 m²|2|2|2|Avenida Deputado Antônio Florêncio de Queiroz, Ponta Negra
Apartamento em Neópolis com 2 quartos sendo 1 suíte, varanda, 2 vagas de garagem, semi-mobiliado. Próximo a shoppings, escolas, supermercados, universidades e a 10 minutos da praia...|R$ 485.900|70 m²|3|2|2|Lagoa Nova, Natal
Apartamento novo, nunca usado, com: 02 Quartos, sendo 01 suíte, piso em porcelanato, varanda, super ventilado, Situado em Ponta Negra O apartamento dispõe de churrasqueira e terraç...|R$ 295.000|54 m²|2|2|2|Nossa Senhora de Nazaré, Natal
OPORTUNIDADE - ÚLTIMO ANDAR - NASCENTE Condomínio Monsenhor Walfredo Gurgel Rua Desembargador Régulo Tinôco, 1031 - Barro Vermelho - Natal/RN Apartamento: 8° Andar - Lado Sombr...|R$ 220.000|55 m²|2|2|2|Avenida Deputado Antônio Florêncio de Queiroz, Ponta Negra
O Olhar das Dunas oferece plantas versáteis, modernas e voltadas para atender às novas necessidades das famílias. Situado no bairro de Lagoa Nova, na Rua da Saudade, com parte do t...|R$ 210.000|75 m²|3|2|3|Rua Valter Fernandes, Capim Macio
Corais de Ponta Negra, condomínio clube COMPLETO, apartamento a venda com 2/4 sendo um suíte com closet, piso laminado exceto na cozinha, com mobília usada, vista urbana e da praia...|R$ 220.000|57 m²|2|1|2|Pitimbu, Natal
Sempre quis morar no Barro Vermelho? Esta é sua grande chance! Apartamento com 123m² sendo três suítes, lavabo, sala ampla com 2 ambientes, rouparia, cozinha projetada, área de s...|R$ 410.000|98 m²|3|3|1|Candelária, Natal
O apartamento no bairro Barro Vermelho com 146 metros quadrados com 4 quartos sendo 3 suites e 5 banheiros Possui área de fitness, área de recreação infantil, espaço gourmet, área...|R$ 650.000|118 m²|3|1|1|Barro Vermelho, Natal
Apartamento 3 quartos em Lagoa Nova. Com ÓTIMA localização (perto do Midway, hospitais, comércio, universidades, Nordestão) Preço BOM - de R$340 mil baixou para R$315 mil Um apart...|R$ 110.000|54 m²|2|1|2|Ponta Negra, Natal
Apartamento em Ponta Negra na Rota do Sol 79m²: . Sala de estar/jantar; . Varanda com bancada de apoio; . 1 suíte casal com wc; . 2 quartos social; . Wc social; . Cozinha/área de...|R$ 699.000|98 m²|2|3|1|Avenida Almirante Alexandrino de Alencar, Tirol
Apartamento disponível para venda no condomínio Central Park, Neópolis, Natal/ RN . 75m2, 03 quartos (01 suíte), varanda gourmet e 02 vagas de garagem . Andar alto; Projetados nos...|R$ 440.000|67 m²|2|2|2|Neópolis, Natal
Recebendo o ar puro que vem do mar e vizinho ao Parque das Dunas, o Edifício Francisco Cabral está localizado na Rua Capitão Abdon Nunes, área nobre do bairro de Tirol. Os apartam...|R$ 260.000|60 m²|2|2|2|Ponta Negra, Natal
Apartamento para venda no Residencial Lorena Martin, localizado no bairro de Capim Macio na cidade de Natal, em uma das regiões mais valorizadas da cidade. Com fácil acesso a Super...|R$ 230.000|80 m²|2|2|3|Rua Desembargador Régulo Tinoco, Barro Vermelho
Apartamento para venda em Petrópolis Natal/RN, o Palazzo Cristal com 02 quartos, sendo 01 suíte, 02 banheiros e 02 vagas de garagem. Palazzo Cristal - 97, 44 m² Varanda;...|R$ 354.000|55 m²|2|2|1|Rua Professor Antônio Campos, Lagoa Nova
COND. MADONNA BIANCA - Apartamento com 70m², excelente localização, do lado da sombra e ventilado. Possui 2 quartos sendo 1 suíte, sala para dois ambientes, varanda, banheiro socia...|R$ 449.000|96 m²|2|3|1|Rua da Lagosta, Ponta Negra
Apartamento no Residencial Solar Esperança Com 44,55m² o apartamento possui sala, cozinha americana, 2 quartos e banheiro social, dispõe de 1 vaga de garagem coberta. O condomíni...|R$ 645.000|123 m²|3|5|2|Rua Jaguarari, Barro Vermelho
Apto terreo e a lavanderia fica por traz do apto, em Capim Macio com 76mts, tendo 2 dor. Sendo 1 suite completa banheiro social, ampla sala e coz.com balcão tipi americana. 1 garag...|R$ 950.000|146 m²|4|5|2|Rua Doutor José Bezerra, Barro Vermelho
Contato: Ricardo Battistoni ( 8 4 ) 9 9 8 4 6 - 2 0 0 4 Apartamento em Capim Macio no Cond. Morada Di Cavalcanti, lado sombra, ventilado, no 1º andar, distribuido em sala 2 ambien...|R$ 315.000|76 m²|3|2|3|Avenida Nevaldo Rocha, Lagoa Nova
Excelente apartamento, com 3/4, sendo 1 suíte, ampla sala para 2 ambientes, lavabo, banheiros com armários, cozinha com armários, despensa, área de serviço, dependência de empregad...|R$ 500.000|79 m²|3|2|1|Avenida Engenheiro Roberto Freire, Ponta Negra
O apartamento no bairro Neópolis possui 50 metros quadrados com 2 quartos e 1 banheiro Possui espaço gourmet, espaço para festas. Vai lhe possibilitar praticar diversos esportes na...|R$ 450.000|75 m²|3|2|1|Rua Lúcia Viveiros, Neópolis
Vendo apartamento com 3 quartos no Residencial Lagoa Nova - Lagoa Nova. Localizado proximo ao Estadio Arena das Dunas, UFRN e a poucos metros do Colegio Contemporaneo, esse imóvel...|R$ 698.413|88 m²|3|2|2|Rua Capitão Abdon Nunes, Tirol
O apartamento está localizado no bairro Pitimbu com 50 metros quadrados com 2 quartos e 1 banheiro Possui espaço gourmet, parquinho infantil, salão de festas. Vai lhe possibilitar...|R$ 285.000|49 m²|2|2|2|Capim Macio, Natal
Ótimo Apartamento 76 metros, reformado, com 3/4, sendo um suíte, varanda com cortina de vidro e área gourmet com pia, sala para 2 ambientes, wc social, cozinha tipo americana com m...|R$ 551.490|97 m²|2|2|1|Rua Doutor Renato Dantas, Petrópolis
O Condomínio Mirante de ponta negra , está localizado em Capim Macio e possui excelente localização, próximo à universidades, supermercados, entretenimentos, à poucos metros da Av....|R$ 247.000|70 m²|2|1|2|Praça André de Albuquerque, Tirol
Residencial La Vivance - Excelente apartamento no La Vivance Tirol , andar alto com 98 metros, com três quartos sendo uma suíte ,sala ampla para dois ambientes, banheiro social ,co...|R$ 110.000|44 m²|2|1|2|Cidade da Esperança, Natal
Condomínio Terramares - Ponta Negra More próximo aos mais belos Cartões Postais de Natal Praia de Ponta Negra e Morro do Careca O apartamento está localizado no bairro Ponta Negr...|R$ 195.000|76 m²|2|2|2|Capim Macio, Natal
-|R$ 210.000|78 m²|3|2|1|Rua Escritor Jaime Adour Câmara, Capim Macio
Apartamento com 54m² de área privativa. Distribuídos em 2 quartos sendo 1 suíte, cozinha com armários, sala para 2 ambientes, wc social, cozinha, área de serviço e 1 vaga de garage...|R$ 350.000|138 m²|3|4|2|Lagoa Nova, Natal
Ao nos fazer contato, favor informar o código AP1962. Apartamento com 62,8 m² de área construída, 3/4 sendo 1 suíte, sala para 02 ambientes, cozinha americana, área de serviço e 1...|R$ 120.000|50 m²|2|1|1|Avenida Ayrton Senna, Neópolis
O condomínio possui uma localização privilegiada, próximo à supermercados, restaurantes, farmácia, universidades, à poucos metros da Av. Engenheiro Roberto Freire e à menos de 10 m...|R$ 220.000|80 m²|3|2|2|Rua Água Marinha, Lagoa Nova
Esse Imóvel fica na torre 4 com 3 Suítes, varanda gourmet, sala para 2 ambientes, banheiro social, cozinha, área de serviços, dependência de empregada completa, 2 vagas de garagem,...|R$ 187.490|50 m²|2|1|3|Avenida dos Caiapós, Pitimbu
Vendo apartamento no Barro Vermelho, Natal, RN 1 Torre, 7 pavimentos, 2 apartamentos por andar Próximo à Alexandrino de Alencar com Prudente de Morais, Pertinho do Centro Educaci...|R$ 480.000|76 m²|3|1|2|Rua Lúcia Viveiros, Neópolis
(Possível financiamento bancário) Documentação toda OK! Sobre o condomínio: O Edifício Theresa de Lisieux encontra-se no coração do Tirol, e rodeado dos principais serviços da c...|R$ 260.000|56 m²|2|2|3|Rua Valter Fernandes, Capim Macio
O apartamento no bairro Lagoa Nova possui 105 metros quadrados com 3 quartos sendo 3 suites e 4 banheiros Possui área verde de jardim, parquinho com diferentes brinquedos, espaço p...|R$ 480.000|98 m²|3|1|2|Tirol, Natal
COD.: 11160 - Excelente apartamento próximo ao Cond. Flora Boulevard, com 2 dormitórios, sendo 1 suíte, com excelente área de laser, 1 vaga de garagem coberta, lado sombra.|R$ 850.000|101 m²|3|3|3|Avenida Deputado Antônio Florêncio de Queiroz, Ponta Negra
Imóvel bem localizado na avenida Jaguarari com 3 quartos, sendo 01 suíte ,1 sala para 2 ambientes, 03 wc, dormitório para empregada, 3 vagas de garagem, cozinha, 2 elevadores. Áre...|R$ 595.000|158 m²|3|4|1|Lagoa Nova, Natal
Excelente Residencial Ondas do Mar em Ponta Negra Vista para o Morro do Careca e a imensidão do mar. Apto com 03 quartos, sendo 01 suíte; Todo MOBILIADO. Sala para 02 ambientes; Á...|R$ 320.000|56 m²|2|1|3|Capim Macio, Natal
Com uma linda visita do mar de Ponta Negra, o apartamento de 2 quartos sendo 1 suíte, todo reformado com piso durafloor laminado e porcelanato na cozinha e banheiros, rodapé em mad...|R$ 280.000|63 m²|3|2|1|Barro Vermelho, Natal
Vendo apartamento no Residencial Ventos Alisios, Petrópolis, Natal, RN Torre única, 25 pavimentos, 3 apartamentos por andar Fica entre o Colégio Maria Auxiliadora e a Escola Domés...|R$ 520.000|92 m²|3|3|1|Rua Estudante José Francisco de Souza Filho, Capim Macio
O condomínio possui ótima localização, próximo a supermercados, universidades, Praia shopping, entretenimentos, e à 5 minutos da Praia de Ponta Negra. Dispõe: Área de lazer comp...|R$ 745.000|120 m²|4|1|2|Rua Tenente Olavo Francisco dos Santos, Ponta Negra
O apartamento está localizado no bairro Lagoa Nova com 158 metros quadrados com 3 quartos sendo 3 suites e 4 banheiros Possui espaço gourmet, espaço para festas, espaço jardinado....|R$ 230.000|85 m²|3|2|2|Rua Noel Rosa, Barro Vermelho
Apartamento com 130m², vista para o mar, 2 quartos sendo 1 suíte, sala para 2 ambientes, wc social, cozinha, dependência, área de serviço e 1 vaga de garagem coberta. Agende uma vi...|R$ 890.000|120 m²|2|4|2|Rua Monsenhor Honório, Tirol
Flat com 34m² na área mais nobre de Natal, a praia de Areias Preta; sala, cozinha, um suíte e varanda. Uma vaga na garagem, condomínio com piscina, academia, sala de reunião, salão...|R$ 450.000|105 m²|3|4|1|Rua Vicente Mesquita, Lagoa Nova
RESIDENCIAL JOSÉ GERINO - Código: AV-6042 - RESIDENCIAL JOSÉ GERINO Vende-se apartamento no delta do Tirol, com 3 (três) quartos sendo 1 suíte, todos com armários projetados, piso...|R$ 220.000|65 m²|2|1|2|Cidade Verde, Natal
Oferta de venda Terramaris Club Olá venho lhes apresentar um apartamento fantástico no condomínio terramaris Club. Apartamento : com varandão com cortinas de vidro , apartamento t...|R$ 350.000|100 m²|3|3|1|Rua Jaguarari, Candelária
Esse Apto 4/4 sendo 3 Suítes, Sala para 4 Ambientes, Banheiro Social, Cozinha, Área de Serviço e Dependência de Empregada Completa, 2 Vagas, Lazer com Piscina Adulto e Infantil, Qu...|R$ 450.000|70 m²|3|2|1|Rua Luiz Estevam, Ponta Negra
Apartamento em Tirol/RN de 55m². 2 quartos CÓDIGO DO IMÓVEL: AP1017854 Entre em contato preenchendo o formulário e informe sempre um telefone para receber todas as informações des...|R$ 429.000|60 m²|2|2|2|Avenida Deputado Antônio Florêncio de Queiroz, Ponta Negra
Tao Eco Residence Localizado no bairro do Tirol, próximo a tudo que precisa para o seu conforto entre as Avenidas Romualdo Galvão e Salgado Filho. Empreendimento traz uso de energi...|R$ 650.000|120 m²|3|4|2|Rua Vereador João Alves da Silva Filho, Tirol
APARTAMENTO CONDOMÍNIO SILVÉRIO GUSMÃO - 3/4 - 123m² - BARRO VERMELHO OPORTUNIDADE em localização privilegiada na Rua Nelson Fernandes, entre as avenidas Prudente de Morais e Romu...|R$ 540.000|92 m²|3|3|2|Rua Alexandre Câmara, Capim Macio
O apartamento no bairro Lagoa Nova com 126 metros quadrados com 3 quartos sendo 3 suites e 5 banheiros Possui academia, area de lazer completa, salãode festas, piscina com deck mol...|R$ 620.000|158 m²|3|4|1|Avenida Miguel Castro, Lagoa Nova
Apartamento para Venda no bairro Petrópolis. Próximo ao Hospital Onofre Lopes e a 3 minutos das praias de Areia Preta e Miami... o imóvel conta com 2 dormitórios, sendo 1 suíte,...|R$ 200.000|130 m²|2|1|1|Avenida Vinte e Cinco de Dezembro, Praia do Meio
O Green Life é um projeto ousado com apartamentos na medida certa e vários diferenciais, que vão desde o condomínio com completa estrutura e múltiplas opções de lazer até a sua loc...|R$ 200.000|34 m²|1|1|2|Avenida Governador Sílvio Pedroza, Areia Preta
Vendo flat de 1 quarto em Ponta Negra, 40 m2, varanda com vista para o mar, climatizado, 1 vaga de garagem rotativa, totalmente mobiliado, com Tv, geladeira, fogão cocktop, microon...|R$ 420.000|97 m²|3|1|2|Tirol, Natal
O apartamento no bairro Capim Macio possui 129 metros quadrados com 4 quartos sendo 2 suítes e 4 banheiros, sala de estar/jantar, varanda gourmet, wc social. cozinha com armários,...|R$ 650.000|79 m²|3|2|2|Avenida Deputado Antônio Florêncio de Queiroz, Ponta Negra
RESIDENCIAL BRISA DAS DUNAS - Na melhor localização de Lagoa Nova e próximo a tudo que te faz bem, o Brisa das Dunas é um projeto inovador construído a preço de custo no regime de...|R$ 750.000|193 m²|4|4|2|Rua Desembargador Felipe Guerra, Barro Vermelho
- 3 suítes - 1 dependência + banheiro - 130 metros - varanda gourmet com churrasqueira - Todos os móveis projetados fica - 2 vagas de garagem - Tem escritura - 2 vagas de gar...|R$ 240.000|55 m²|2|2|1|Rua Pio Cavalcanti, Tirol
O TERRAZZO Lagoa Nova. 2 apto por andar. Apartamento de 143m2, localizado no 6º andar, lado da sombra, com vista livre (privacidade total) e super ventilado, varanda com vista para...|R$ 423.011|71 m²|2|2|2|Lagoa Seca, Natal
O apartamento está localizado no centro do bairro Lagoa Nova, entre as avenidas Miguel Castro e Lima e Silva. Tem 110 metros quadrados com 3 suítes. Móveis planejados em todas as s...|R$ 520.000|124 m²|3|5|1|Rua Almirante Nelson Fernandes, Barro Vermelho
VENDE, AMPLO APARTAMENTO NO NOBRE BAIRRO DE PETRÓPOLIS A UNIDADE DISPÕE DE 208 M² 4 DORMITÓRIOS SENDO 4 SUÍTES, SALA AMPLA PARA DOIS AMBIENTES, TODOS OS PROJETADOS, TODOS OS QUARTO...|R$ 813.000|126 m²|3|5|1|Rua Padre João Damasceno, Lagoa Nova
Venha aproveitar essa grande oportunidade!!! No La Playa Residence da MRV você tem tudo e muito mais para buscar uma qualidade de vida excepcional. Os apartamentos na com uma bela...|R$ 250.000|60 m²|2|2|1|Petrópolis, Natal
Venda de um belíssimo apartamento com quatro quartos sendo trs suítes, todo ambientado e de muito bom gosto. Condomínio Alice GriloO Apartamento conta com 160 metros quadrados de á...|R$ 404.413|71 m²|2|2|2|Nossa Senhora de Nazaré, Natal
O apartamento está localizado no bairro Lagoa Nova com 57 metros quadrados com 2 quartos sendo 2 suites e 2 banheiros|R$ 365.000|40 m²|1|1|1|Avenida Estrela do Mar, Ponta Negra
APARTAMENTO NOVO EM NOVA PARNAMIRIM - AV-6007 Apartamento novo em Nova Parnamirim bem localizado,todo no porcelanato,com 65m² ,sendo 2 quartos ,1 suíte,sala para 2 ambientes,cozinh...|R$ 820.000|129 m²|4|4|1|Rua Valter Fernandes, Capim Macio
Apresento pra você sua próxima moradia!! Pode entrar a casa é sua! =) Morar bem localizado é um dos requisitos primordiais para se ter qualidade de vida, está oferta vai te surpre...|R$ 687.969|142 m²|3|4|2|Rua Doutor Paulo Pinto de Abreu, Lagoa Nova
Excelente localização,com sala para 2 ambientes,wc social,3/4(sendo 1 suite),cozinha,área de serviço,2 vagas,lazer com piscina e salão de festas.]]>|R$ 1.000.000|130 m²|3|4|2|Avenida Lima e Silva, Lagoa Nova
O CONDOMÍNIO POSSUI; Ótima localização, próximo à supermercado, farmácia, parada de ônibus, entretenimentos e à 1 km da praia de Ponta Negra. 2 Elevadores Quadra Poliesportiva Sa...|R$ 604.000|143 m²|4|3|2|Rua Anísio de Souza, Lagoa Nova
Apartamento em Tirol/RN de 92m². 2 quartos CÓDIGO DO IMÓVEL: AP1716962 Entre em contato preenchendo o formulário e informe sempre um telefone para receber todas as informações des...|R$ 430.000|110 m²|3|4|2|Rua Francisco Borges de Oliveira, Lagoa Nova
Excelente apartamento no Torre das Dunas|R$ 690.000|208 m²|4|5|2|Rua Desembargador Dionísio Filgueira, Petrópolis
apartamento 3 quartos, suíte, área de serviço, bloco única com muito verde e tranquilidade. 200m da avenida Engenheiro Roberto freire 250m supermercado extra 300m supermercado fav...|R$ 260.000|55 m²|2|2|1|Rua Professor Pedro Pinheiro de Souza, Ponta Negra
Apto à venda no Residencial Ouro Branco. Próximo ao Favorito, lanchonetes e paradas de ônibus. Agende sua visita. AMBIENTES: 56² com 2 quartos, sendo 1 suite e 1 closet, ; Sala pa...|R$ 1.090.000|160 m²|4|5|1|Avenida Nascimento de Castro, Lagoa Nova
SEM EXCLUSIVIDADE Apartamento com sala, dois quartos, banheiro social, cozinha com armário, área de serviço e uma vaga de garagem. Condomínio com piscina, churrasqueiras, salão d...|R$ 310.000|57 m²|2|2|1|Rua Tereza Campos, Lagoa Nova
Excelente apartamento, com ótima localização, próximo a cidade das crianças, salas para 2 ambientes, varanda, 3 quartos sendo 1 suítes, armários nos quartos, wc social, cozinha com...|R$ 180.000|65 m²|2|1|1|PARNAMIRIM, Natal
O Green Life é um projeto ousado com apartamentos na medida certa e vários diferenciais, que vão desde o condomínio com completa estrutura e múltiplas opções de lazer até a sua loc...|R$ 620.000|116 m²|3|3|2|Rua Jornalista Francisco Sinedino, Lagoa Nova
Apartamento todo reformado e mobiliado, hall de entrada (super charmoso!!) com elevadores emoldurados em granito, dupla suíte (solteiro e casal) + 1 solteiro, com lavabo, banheiros...|R$ 280.000|77 m²|3|3|1|Candelária, Natal
Privilegio de viver bem proporcionando momentos com mais comodidade, segurança e conforto para você e a sua família. Bem vindo ao seu novo lar seu lifestyle!! Apto com planta de...|R$ 365.000|93 m²|2|2|1|Rua da Lagosta, Ponta Negra
Morar no Tirol, pertinho do principal shopping da cidade, em um condomínio inovador, super requintado e pagando a preço de custo!, Só pode ser um sonho né, pois é realidade, o empr...|R$ 160.000|92 m²|2|2|2|Avenida Afonso Pena, Tirol
O apartamento está localizado no bairro Tirol com 112 metros quadrados com 3 quartos sendo 3 suites e 4 banheiros Possui academia, salão para festas e eventos, parquinho com difere...|R$ 259.000|54 m²|2|1|1|Lagoa Seca, Natal
